ID,FoldChange.protein,pval.protein,logp.protein,signedlogp.protein,FDR.protein,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
TACC2,-0.3784,0.004059124,2.391567645,-2.391567645,0.031821511,-0.125,0.228450169,0.641208516,-0.641208516,0.425852508
TACC3,0.897,3.24E-05,4.490118515,4.490118515,0.001590083,1.025,7.16E-04,3.145105607,3.145105607,0.009005534
TACO1,0.2277,0.034709054,1.459557218,1.459557218,0.129676066,0.54,7.47E-05,4.126714005,4.126714005,0.002214765
TACSTD2,-0.7815,5.48E-04,3.261162432,-3.261162432,0.008574388,-1.06,0.008468703,2.072183113,-2.072183113,0.046432597
TADA1,0.1332,0.073957048,1.131020431,1.131020431,0.212305831,0.12,0.346634197,0.460128595,0.460128595,0.551356668
TADA2A,-0.108,0.338849196,0.46999354,-0.46999354,0.547043122,0.325,0.230463307,0.637398211,0.637398211,0.428254646
TADA2B,-0.10535,0.313329807,0.503998288,-0.503998288,0.520265539,-0.135,0.073004829,1.136648411,-1.136648411,0.200871274
TADA3,0.10565,0.042020547,1.376538297,1.376538297,0.14570712,-0.125,0.026119222,1.583039766,-1.583039766,0.099651785
TAF1,0.0883,0.146842894,0.833147066,0.833147066,0.326750885,0.23,0.394404071,0.404058611,0.404058611,0.59618089
TAF10,0.08715,0.526760679,0.278386651,0.278386651,0.711612609,-0.135,0.176955463,0.752136026,-0.752136026,0.360815679
TAF11,0.3735,0.048466206,1.31456098,1.31456098,0.160588824,0.41,0.002020406,2.694561289,2.694561289,0.017577888
TAF12,0.357,0.006374211,2.195573557,2.195573557,0.04287091,0.05,0.92857602,0.032182536,0.032182536,0.962731207
TAF13,-0.19265,3.74E-01,0.42729241,-0.42729241,0.579651586,-0.315,0.092858271,1.032179408,-1.032179408,0.235689569
TAF15,0.03905,0.96872321,0.013800295,0.013800295,0.986123715,-0.005,0.919679086,0.036363689,-0.036363689,0.957999792
TAF1B,0.33575,9.53E-02,1.02071898,1.02071898,0.25198382,0.585,0.002222216,2.653213787,2.653213787,0.018794295
TAF2,0.3186,5.13E-05,4.290210419,4.290210419,0.002143673,0.41,0.036630605,1.436155903,1.436155903,0.125300537
TAF3,0.02315,0.812352152,0.090255665,0.090255665,0.902507142,0,0.82704563,0.082470529,0,0.904184266
TAF4,0.16535,0.001522147,2.817543364,2.817543364,0.016479534,0.885,4.02E-05,4.395863643,4.395863643,0.001571872
TAF5,0.047575,0.184318729,0.734430532,0.734430532,0.378185719,0.42,0.001434421,2.843323272,2.843323272,0.01404048
TAF5L,0.08455,0.39142182,0.407354968,0.407354968,0.595160593,0.13,0.305182302,0.515440656,0.515440656,0.5106561
TAF6,0.1354,0.016511477,1.782214075,1.782214075,0.080508006,0.075,0.946400274,0.023925143,0.023925143,0.972512512
TAF6L,0.1486,0.110395775,0.957047548,0.957047548,0.27490187,-0.04,0.884183807,0.053457443,-0.053457443,0.93693216
TAF7,-0.00585,0.770840989,0.1130352,-0.1130352,0.875044665,-0.145,0.310560954,0.507853148,-0.507853148,0.516250827
TAF8,0.3043,0.004673476,2.33035999,2.33035999,0.034450332,0.24,0.002724702,2.564681054,2.564681054,0.021560701
TAF9,-0.0385,0.419890878,0.376863561,-0.376863561,0.62086383,-0.43,6.59E-04,3.181232419,-3.181232419,0.008528652
TAF9B,-0.278,0.018089934,1.742563028,-1.742563028,0.085588824,-0.11,0.075748419,1.12062643,-1.12062643,0.205744302
TAGLN,0.989,4.17E-01,0.380212896,0.380212896,0.618130729,0.875,0.25084483,0.600594846,0.600594846,0.453509261
TAGLN2,0.227,0.161406803,0.792078164,0.792078164,0.348960844,0.065,0.476800515,0.321663284,0.321663284,0.666236921
TAGLN3,0.15039,0.701525462,0.153956562,0.153956562,0.831298054,1.42,0.065582137,1.183214438,1.183214438,0.186517011
TALDO1,-0.0024,0.367145969,0.435161236,-0.435161236,0.572934548,-0.05,0.466472265,0.331174173,-0.331174173,0.65793616
TAMM41,-0.0417315,0.766559238,0.115454278,-0.115454278,0.872000328,0.165,0.358201557,0.44587253,0.44587253,0.562377135
TANC1,0.0577,0.95533047,0.01984637,0.01984637,0.980575408,-0.095,0.370040709,0.431750496,-0.431750496,0.574165196
TANC2,0.726,1.13E-05,4.948603631,4.948603631,9.34E-04,1.95,2.46E-05,4.608229011,4.608229011,0.001186701
TANGO2,-0.2195,0.031924668,1.495873607,-1.495873607,0.122906235,0.19,0.099512431,1.002122664,1.002122664,0.246427845
TANGO6,0.24115,0.035013465,1.455764903,1.455764903,0.130620378,0.03,0.879766761,0.055632451,0.055632451,0.934815972
TANK,0.0272,0.875370635,0.057808026,0.057808026,0.938343961,-0.51,0.046734316,1.330364107,-1.330364107,0.147524125
TAOK1,-0.04895,0.90636125,0.04269867,-0.04269867,0.952754501,0.135,0.272148272,0.565194419,0.565194419,0.476940889
TAOK2,-0.0423,0.548939393,0.260475602,-0.260475602,0.7284792,-0.2,0.213578397,0.670442677,-0.670442677,0.406587717
TAOK3,0.1203,0.078601431,1.104569549,1.104569549,0.221163313,0.145,0.442803616,0.353788841,0.353788841,0.639722909
TAP1,0.6512,0.177031244,0.751950079,0.751950079,0.368759569,0.8,0.313290855,0.504052282,0.504052282,0.518699872
TAP2,0.5515,0.197630477,0.70414608,0.70414608,0.394620373,1.07,0.023283469,1.632952306,1.632952306,0.091773693
TAPBP,0.6245,0.168220186,0.77412189,0.77412189,0.357575641,0.215,0.292274565,0.534208977,0.534208977,0.497400372
TAPBPL,-0.09754,0.483817746,0.315318206,-0.315318206,0.675419264,0.105,0.456194651,0.340849811,0.340849811,0.649042221
TAPT1,-0.3541,4.09E-02,1.39E+00,-1.388237719,0.143224198,-0.6,2.54E-04,3.595031818,-3.595031818,0.004668607
TARBP1,-0.1005,0.583045673,0.234297423,-0.234297423,0.754434688,0.04,0.831422185,0.080178391,0.080178391,0.907386196
TARBP2,0.05205,0.018363839,1.736036532,1.736036532,0.086376344,0.405,0.003576533,2.446537798,2.446537798,0.025914751
TARDBP,0.1327,0.044929972,1.347463857,1.347463857,0.152279905,0.385,1.73E-05,4.762048984,4.762048984,9.98E-04
TARS,0.255,0.079555675,1.099328835,1.099328835,0.222769279,0.525,0.0059485,2.225592557,2.225592557,0.03631594
TARS2,0.4601,0.007053792,2.151577331,2.151577331,0.045583233,0.44,5.71E-04,3.243602557,3.243602557,0.007802905
TARSL2,-0.2148,0.085497369,1.06804725,-1.06804725,0.233903263,-0.335,0.029734947,1.526732827,-1.526732827,0.108621218
TASP1,0.10185,0.497914636,0.302845108,0.302845108,0.687222478,0.195,0.080443034,1.09451156,1.09451156,0.214223839
TATDN1,0.3769,1.95E-04,3.709194053,3.709194053,0.004462654,0.56,3.15E-04,3.501300296,3.501300296,0.005341836
TATDN2,-0.1021,0.483819276,0.315316833,-0.315316833,0.675419264,0.285,0.056819446,1.245503001,1.245503001,0.169158577
TATDN3,-0.1432,0.060590745,1.217593708,-1.217593708,0.185915964,-0.095,0.533987943,0.272468549,-0.272468549,0.713982994
TAX1BP1,-0.233,0.115488745,0.937460337,-0.937460337,0.282684394,-0.05,0.556400222,0.254612705,-0.254612705,0.732619145
TAX1BP3,-0.23,0.442845122,0.353748135,-0.353748135,0.639843469,0.095,0.897480728,0.046974868,0.046974868,0.944542819
TBC1D1,-0.3825,0.010471454,1.979993017,-1.979993017,0.059393144,0.035,0.487281142,0.312220396,0.312220396,0.674532873
TBC1D10A,-0.04465,0.324206494,0.489178291,-0.489178291,0.531346888,-0.095,0.131817658,0.880026408,-0.880026408,0.296515406
TBC1D10B,0.0343,0.534101028,0.272376586,0.272376586,0.71686184,-0.105,0.844551307,0.073373961,-0.073373961,0.91491851
TBC1D10C,0.3249,0.026928382,1.569789742,1.569789742,0.110300075,0.235,0.097302638,1.011875387,1.011875387,0.242667018
TBC1D12,-0.36845,0.026454837,1.57749491,-1.57749491,0.10935158,-0.42,6.46E-04,3.189903691,-3.189903691,0.008438221
TBC1D13,-0.2081,0.024336678,1.613738713,-1.613738713,0.103612828,-0.275,0.044897735,1.347775572,-1.347775572,0.143656475
TBC1D14,-0.12565,3.01E-01,0.521569612,-0.521569612,0.507925265,0.255,0.09955272,1.00194687,1.00194687,0.246427845
TBC1D15,0.04425,0.264984528,0.576779482,0.576779482,0.47155226,0.17,0.008741352,2.058421392,2.058421392,0.04739294
TBC1D16,0.0314,0.964257525,0.015806963,0.015806963,0.983315377,0.445,0.139161529,0.856480808,0.856480808,0.307468233
TBC1D17,-0.3375,0.005558264,2.255060826,-2.255060826,0.038748997,0.11,0.645958276,0.189795533,0.189795533,0.797634905
TBC1D2,-0.203635,0.104286544,0.981771726,-0.981771726,0.265155263,-0.6,0.004432193,2.353381343,-2.353381343,0.029888662
TBC1D20,0.01784,0.689957742,0.161177508,0.161177508,0.82288188,0.24,0.015743636,1.802894951,1.802894951,0.070229964
TBC1D22A,-0.0965,0.340970919,0.467282659,-0.467282659,0.548853325,-0.02,0.459558387,0.337659304,-0.337659304,0.651894311
TBC1D22B,0.0636,0.60632053,0.217297727,0.217297727,0.770230681,0.39,2.53E-04,3.596225298,3.596225298,0.004668607
TBC1D23,0.2125,0.274712821,0.561121071,0.561121071,0.481260825,0.425,0.001911247,2.718683156,2.718683156,0.01700156
TBC1D24,-0.12255,0.180656813,0.743145656,-0.743145656,0.373079974,0.27,0.06055471,1.21785207,1.21785207,0.176355254
TBC1D25,0.0893,0.970270881,0.013107002,0.013107002,0.987214687,0.265,0.013702754,1.863192124,1.863192124,0.063739596
TBC1D2B,0.2353,0.274711141,0.561123727,0.561123727,0.481260825,0.075,0.519385978,0.284509779,0.284509779,0.70068883
TBC1D30,-0.484,0.002353457,2.628293781,-2.628293781,0.021832346,-1.365,2.49E-04,3.604180554,-3.604180554,0.004623427
TBC1D31,0.0302,0.679838339,0.167594347,0.167594347,0.817668297,1.13,2.29E-05,4.640990663,4.640990663,0.001153118
TBC1D4,-0.2278,0.844570643,0.073364019,-0.073364019,0.919682785,-0.035,1,0,0,1
TBC1D5,-0.0429,0.818358512,0.087056396,-0.087056396,0.906170844,-0.335,0.097252279,1.012100211,-1.012100211,0.242667018
TBC1D7,0.18665,0.098448997,1.006788706,1.006788706,0.255960582,0.225,0.287140434,0.541905647,0.541905647,0.491864167
TBC1D8,-0.5235,8.60E-04,3.065710319,-3.065710319,0.011430634,-0.38,0.013491618,1.869935959,-1.869935959,0.063098694
TBC1D8B,0.2124,0.264989545,0.576771261,0.576771261,0.47155226,-0.095,0.835800651,0.077897295,-0.077897295,0.909698567
TBC1D9,0.07255,0.93749337,0.028031795,0.028031795,0.97130375,-0.215,0.201503084,0.695718303,-0.695718303,0.391882177
TBC1D9B,-0.123,0.255502788,0.592604357,-0.592604357,0.459881407,-0.015,0.897476089,0.046977113,-0.046977113,0.944542819
TBCA,0.03265,0.666243284,0.176367156,0.176367156,0.807754739,0,0.686694579,0.163236381,0,0.826128768
TBCB,0.607,1.19E-04,3.924477909,3.924477909,0.003400039,0.62,1.53E-05,4.816480332,4.816480332,9.24E-04
TBCC,0.3448,0.004356356,2.360876661,2.360876661,0.033221458,0.475,0.0045872,2.338452294,2.338452294,0.030519271
TBCD,0.006835,0.682610195,0.16582723,0.16582723,0.817668297,-0.14,0.469884466,0.328008912,-0.328008912,0.661018931
TBCE,0.2501,0.018364247,1.736026877,1.736026877,0.086376344,0.53,0.004589338,2.338250002,2.338250002,0.030519271
TBCEL,-0.0355,0.870955239,0.060004164,-0.060004164,0.935839056,0.24,0.07301788,1.136570778,1.136570778,0.200871274
TBCK,-0.05965,0.775128908,0.110626066,-0.110626066,0.878277918,-0.155,0.038183259,1.418127008,-1.418127008,0.128475842
TBK1,-0.03995,2.46E-01,0.608615577,-0.608615577,0.45043054,0.07,0.364117043,0.438758993,0.438758993,0.568165291
TBL1X,-0.094,0.50862843,0.293599369,-0.293599369,0.69600831,0.275,0.097279215,1.011979941,1.011979941,0.242667018
TBL1XR1,0.4158,1.07E-05,4.971041804,4.971041804,9.18E-04,0.785,1.33E-06,5.875028986,5.875028986,3.46E-04
TBL2,0.0019,0.602415167,0.220104102,0.220104102,0.767148928,0.135,0.919672641,0.036366733,0.036366733,0.957999792
TBL3,0.4541,2.18E-05,4.66218017,4.66218017,0.001261544,0.285,6.19E-04,3.208237276,3.208237276,0.008230272
TBP,0.3645,3.19E-02,1.495857288,1.495857288,0.122906235,0.19,0.007525355,2.123473035,2.123473035,0.042781273
TBPL1,-0.0673545,0.670321602,0.173716785,-0.173716785,0.811096177,0.46,3.37E-04,3.472977056,3.472977056,0.005564348
TBRG4,-0.0675,0.267396578,0.572844156,-0.572844156,0.474532838,0.565,0.005946577,2.225732958,2.225732958,0.03631594
TBX2,-0.2535,0.2983241,0.525311661,-0.525311661,0.505955722,-0.205,0.367119139,0.435192974,-0.435192974,0.570944043
TBX3,-0.051,0.095071819,1.021948196,-1.021948196,0.251402815,-0.58,0.03191807,1.495963371,-1.495963371,0.11391068
TBXAS1,0.377,0.164787727,0.783075138,0.783075138,0.353394027,-0.065,0.941948723,0.025972738,-0.025972738,0.969897707
TC2N,-0.725,0.003456054,2.461419427,-2.461419427,0.028493718,-0.65,0.001048167,2.979569566,-2.979569566,0.011508075
TCAF1,-0.3574,9.32E-04,3.030785562,-3.030785562,0.011957041,-0.66,2.23E-05,4.652340603,-4.652340603,0.001153118
TCAF2,-0.30826,1.68E-01,7.74E-01,-0.77376721,0.357794453,-0.305,0.045509872,1.34189439,-1.34189439,0.144953327
TCEA1,0.31587,0.038741209,1.411826836,1.411826836,0.138982779,0.295,0.324155692,0.489246348,0.489246348,0.529984039
TCEA2,0.2773,1.50E-01,0.824999414,0.824999414,0.33160924,0.7,0.031912673,1.496036824,1.496036824,0.11391068
TCEA3,0.24175,0.986592811,0.005862054,0.005862054,0.994552345,-0.235,0.494358696,0.305957822,-0.305957822,0.68020655
TCEAL1,0.203,0.973189313,0.011802669,0.011802669,0.989019732,-0.275,0.008748417,2.058070537,-2.058070537,0.04739294
TCEAL2,0.7255,0.037698242,1.423678898,1.423678898,0.136848238,2.035,0.04074135,1.38996458,1.38996458,0.13461567
TCEAL3,0.27087,0.626026458,0.203407312,0.203407312,0.782614576,-0.15,0.199559804,0.699926932,-0.699926932,0.389366149
TCEAL4,0.3245,0.305329595,0.515231098,0.515231098,0.511824955,-0.05,0.884198701,0.053450127,-0.053450127,0.93693216
TCEAL5,0.688,0.25784331,0.588644133,0.588644133,0.463296048,1.615,0.165479823,0.781254951,0.781254951,0.344649656
TCEAL6,0.3225,0.810306539,0.091350657,0.091350657,0.900523908,2.195,0.154386749,0.811389979,0.811389979,0.329726531
TCEAL7,0.5115,8.27E-01,0.082348868,0.082348868,0.910698795,0.295,0.614166415,0.211713936,0.211713936,0.775093316
TCEAL9,0.0555,0.459905455,0.33733144,0.33733144,0.655716177,0.04,0.307951242,0.51151804,0.51151804,0.513661447
TCEANC2,0.1356,0.742675506,0.129200899,0.129200899,0.856666408,-0.14,0.548847073,0.260548648,-0.260548648,0.725962911
TCERG1,0.2336,7.93E-04,3.100804294,3.100804294,0.010849779,-0.005,0.703245222,0.15289321,-0.15289321,0.837895607
TCF12,-0.161,0.302697725,0.518990843,-0.518990843,0.509794284,-0.41,0.004749471,2.323354742,-2.323354742,0.03118257
TCF20,-0.060032,0.373129696,0.428140186,-0.428140186,0.578612855,-0.18,0.294815356,0.5304499,-0.5304499,0.499983116
TCF25,-0.2657,7.77E-04,3.109568252,-3.109568252,0.01077335,-0.63,5.13E-04,3.289692847,-3.289692847,0.007270104
TCF3,0.0049,0.888632654,0.051277732,0.051277732,0.943489891,-0.17,0.463047603,0.33437436,-0.33437436,0.655183557
TCF4,-0.1035,0.530402097,0.275394768,-0.275394768,0.715188793,-0.15,0.40391808,0.393706706,-0.393706706,0.605568958
TCF7,-0.22895,0.227363362,0.643279517,-0.643279517,0.431392887,-0.21,0.106674399,0.971939795,-0.971939795,0.2580065
TCF7L1,0.3654,0.425252653,0.371352968,0.371352968,0.625396379,0.035,0.548915619,0.260494412,0.260494412,0.725962911
TCF7L2,0.17205,0.40709347,0.390305864,0.390305864,0.610826748,-0.025,0.602389765,0.220122415,-0.220122415,0.768637305
TCHH,-0.2269,0.794455402,0.099930478,-0.099930478,0.89150584,-0.305,0.403931241,0.393692556,-0.393692556,0.605568958
TCHP,-0.0285,0.313329807,0.503998288,-0.503998288,0.520265539,-0.035,0.346588618,0.460185704,-0.460185704,0.551356668
TCIRG1,0.0109,7.92E-01,0.101085355,0.101085355,0.889524082,-0.24,0.294832258,0.530425002,-0.530425002,0.499983116
TCN1,-0.4525,0.292306656,0.534161295,-0.534161295,0.499434082,-4.1,0.003846837,2.414896199,-2.414896199,0.027138239
TCN2,-0.2999,0.139987453,0.853910887,-0.853910887,0.3196411,-0.19,0.39761968,0.400532129,-0.400532129,0.599318617
TCOF1,0.1743,3.87E-02,1.411834477,1.411834477,0.138982779,0.625,9.65E-05,4.015382307,4.015382307,0.002635424
TCP1,-0.2585,0.011528719,1.938218958,-1.938218958,0.063806493,0.455,0.008600563,2.065473123,2.065473123,0.046956613
TCP11L1,-0.082,0.924136224,0.034264006,-0.034264006,0.962948635,0.255,0.180623246,0.743226357,0.743226357,0.365287199
TCP11L2,0.0715,0.105874428,0.975208925,0.975208925,0.267810656,0.1,0.579174204,0.237190789,0.237190789,0.752222985
TCTEX1D2,-0.36725,0.018933598,1.722766854,-1.722766854,0.088251839,-0.23,0.154779322,0.810287059,-0.810287059,0.32978472
TCTN1,-0.1185,0.232824081,0.632972102,-0.632972102,0.436339597,-0.47,9.42E-05,4.025755331,-4.025755331,0.002597169
TCTN2,-0.1911,0.242770768,0.614803608,-0.614803608,0.447286487,-0.29,0.010132127,1.994299388,-1.994299388,0.051761997
TCTN3,-0.1876,0.131869037,0.879857164,-0.879857164,0.307695864,-0.465,6.32E-04,3.199063347,-3.199063347,0.008328841
TDG,0.1005,0.459669944,0.337553892,0.337553892,0.655472746,0.01,0.779391325,0.108244433,0.108244433,0.878846076
TDP1,0.0955,0.614171374,0.21171043,0.21171043,0.774605883,-0.06,0.991060545,0.003899813,-0.003899813,0.996650995
TDP2,0.1293,0.201558305,0.695599303,0.695599303,0.399381196,0.18,0.459622816,0.337598421,0.337598421,0.651894311
TDRD3,-0.1222,0.014371242,1.842505687,-1.842505687,0.073574468,-0.355,0.004586915,2.338479269,-2.338479269,0.030519271
TDRD7,0.017355,0.641991259,0.192470885,0.192470885,0.792254096,-0.06,0.732552393,0.135161308,-0.135161308,0.849447482
TDRKH,0.5525,0.006706074,2.173531629,2.173531629,0.04446975,0.925,0.001773407,2.751191549,2.751191549,0.016186278
TDRP,0.263,0.274325283,0.561734163,0.561734163,0.481260825,0.42,0.14683158,0.833180528,0.833180528,0.318769932
TEAD1,0.056,0.239477116,0.620735981,0.620735981,0.443423883,0.215,0.061339672,1.212258553,1.212258553,0.177967979
TEAD2,0.1485,0.164533704,0.783745125,0.783745125,0.353394027,-0.135,0.879777202,0.055627296,-0.055627296,0.934815972
TEAD3,0.2639,0.043747167,1.359050063,1.359050063,0.150033688,0.285,0.086468234,1.063143413,1.063143413,0.224700083
TEAD4,0.5936,0.002236291,2.650471646,2.650471646,0.021180435,0.96,2.28E-04,3.642534673,3.642534673,0.004421338
TEC,-0.2017,0.053699194,1.270032235,-1.270032235,0.171180734,-1.015,0.001328815,2.876535485,-2.876535485,0.013373496
TECPR1,-0.18175,0.14222168,0.847034196,-0.847034196,0.322118594,-0.295,0.030589178,1.514432191,-1.514432191,0.110765011
TECPR2,0.0022,0.809663352,0.091695518,0.091695518,0.899906269,0.015,0.950862899,0.021882098,0.021882098,0.975041737
TECR,-0.11535,0.897490005,0.046970379,-0.046970379,0.948331762,0.15,0.272196946,0.565116751,0.565116751,0.476940889
TEDC1,0.166685,0.781880167,0.106859803,0.106859803,0.883960129,0.67,0.00740994,2.13018528,2.13018528,0.042340688
TEDC2,0.2895,0.045707153,1.340015827,1.340015827,0.153768104,0.645,0.034701444,1.459652451,1.459652451,0.120651062
TEFM,0.158,0.707440824,0.150309882,0.150309882,0.834496024,0.055,0.964252399,0.015809272,0.015809272,0.982303855
TELO2,0.1912,0.005098852,2.292527575,2.292527575,0.036673654,-0.135,0.666191698,0.176400784,-0.176400784,0.811687635
TENT2,0.00835,0.530199524,0.275560666,0.275560666,0.715188793,-0.205,5.92E-04,3.227399012,-3.227399012,0.008003604
TENT4B,0.1116,0.087554724,1.057720418,1.057720418,0.237574735,-0.24,0.040881784,1.388470166,-1.388470166,0.13467099
TENT5A,-0.3823,0.305982732,0.514303082,-0.514303082,0.512739848,-0.08,0.54146301,0.266431207,-0.266431207,0.719628249
TEP1,0.11935,0.92858674,0.032177522,0.032177522,0.965451194,-0.35,0.054665742,1.262284752,-1.262284752,0.164660637
TEPSIN,0.08035,0.968655809,0.013830513,0.013830513,0.986123715,0.385,0.028080669,1.551592556,1.551592556,0.104777529
TERF1,0.2835,0.042021266,1.376530872,1.376530872,0.14570712,0.14,0.213608854,0.67038075,0.67038075,0.406587717
TERF2,-0.1245,0.650036058,0.187062552,-0.187062552,0.797624699,-0.29,0.091732379,1.037477341,-1.037477341,0.233900157
TERF2IP,-0.1808,0.18994798,0.72136532,-0.72136532,0.385512051,-0.425,0.002928879,2.533298575,-2.533298575,0.022712698
TES,-0.3168,0.346684829,0.460065163,-0.460065163,0.553918635,-0.275,0.332437526,0.478289958,-0.478289958,0.538896125
TESC,-1.1585,6.35E-05,4.197336203,-4.197336203,0.002368316,-3.385,9.67E-05,4.014476802,-4.014476802,0.002635424
TEX10,0.0324,0.292310034,0.534156277,0.534156277,0.499434082,0.03,0.343752749,0.46375382,0.46375382,0.549717023
TEX2,0.1853,0.027710598,1.557354097,1.557354097,0.112749281,0.135,0.020679543,1.684459054,1.684459054,0.084949523
TEX264,-0.24025,0.104287756,0.981766677,-0.981766677,0.265155263,-0.455,0.041419041,1.382799958,-1.382799958,0.135903663
TEX30,0.037128,0.601288712,0.220916949,0.220916949,0.767148928,0.515,0.041433996,1.382643185,1.382643185,0.135903663
TF,-0.1355,0.758021953,0.120318217,-0.120318217,0.86599154,-0.235,0.910796486,0.040578653,-0.040578653,0.953081902
TFAM,-0.12028,0.72837205,0.137646728,-0.137646728,0.848380998,-0.055,0.866536736,0.062213021,-0.062213021,0.926998153
TFAP2A,0.26245,0.270764831,0.567407746,0.567407746,0.477893476,-0.815,0.038737119,1.411872687,-1.411872687,0.129692956
