ID,FoldChange.protein,pval.protein,logp.protein,signedlogp.protein,FDR.protein,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
PACSIN3,-0.036,0.581709404,0.235293915,-0.235293915,0.840993567,0.325,0.073974364,1.130918761,1.130918761,0.268662616
PADI1,-0.3259,0.08444845,1.07340832,-1.07340832,0.369806936,-1.355,0.13261985,0.877391469,-0.877391469,0.370415856
PADI2,0.102,0.561456458,0.250683918,0.250683918,0.827573952,0.4,0.415672161,0.381249061,0.381249061,0.670457022
PADI4,0.078,0.901256511,0.045151585,0.045151585,0.967793333,-0.42,0.182429433,0.738905091,-0.738905091,0.437287234
PAEP,-0.0275,0.48938401,0.310350224,-0.310350224,0.780389584,-0.225,0.916834034,0.037709274,-0.037709274,0.96500359
PAF1,0.0683475,0.01203048,1.91971704,1.91971704,0.156513042,0.05,0.170650276,0.767893005,0.767893005,0.42132585
PAFAH1B1,-6.88E-02,0.071613539,1.145004861,-1.145004861,0.340765653,0.005,0.429889164,0.366643501,0.366643501,0.681872695
PAFAH1B2,-0.00485,0.81555798,0.088545158,-0.088545158,0.941404361,0.105,0.01962119,1.707274657,1.707274657,0.129495624
PAFAH1B3,0.408835,0.002125974,2.672442103,2.672442103,0.06927185,0.625,3.66E-04,3.436966801,3.436966801,0.014106757
PAFAH2,-0.019,0.850412742,0.070370241,-0.070370241,0.952704002,0.015,0.956456369,0.019334837,0.019334837,0.98275829
PAG1,0.04705,0.815559881,0.088544146,0.088544146,0.941404361,0.015,0.743225342,0.128879491,0.128879491,0.881029556
PAGE2,-1.6077,0.555555556,0.255272505,-0.255272505,0.82384224,0,0.960028934,0.017715678,0,0.983920475
PAGE4,-0.442,0.098398329,1.007012276,-1.007012276,0.39701466,-1.63,0.053070839,1.275144044,-1.275144044,0.223625948
PAGR1,0.0859,0.198654142,0.701902376,0.701902376,0.533727418,0.145,0.181783458,0.740445639,0.740445639,0.43605059
PAICS,0.329,9.00E-04,3.045970833,3.045970833,0.04485238,0.41,0.008035865,2.094967346,2.094967346,0.078326349
PAIP1,0.14194,0.191801732,0.717147476,0.717147476,0.526687896,-0.005,0.288074968,0.540494478,-0.540494478,0.558708799
PAIP2,0.0487,0.35854075,0.445461478,0.445461478,0.690303683,0.07,0.33058008,0.480723319,0.480723319,0.600455512
PAIP2B,-0.0615,0.701306412,0.15409219,-0.15409219,0.896337644,-0.38,0.012192518,1.913906589,-1.913906589,0.099465031
PAK1,-0.0632,0.239500606,0.620693383,-0.620693383,0.57697803,0.005,0.964365673,0.015758257,0.015758257,0.985115862
PAK1IP1,-0.033765,0.788699078,0.103088667,-0.103088667,0.932884771,0.07,0.53172814,0.274310355,0.274310355,0.752743395
PAK2,0.12515,0.016302844,1.787736635,1.787736635,0.178333148,0.155,0.033201436,1.478843128,1.478843128,0.172797225
PAK4,-0.00955,0.585116418,0.232757716,-0.232757716,0.843867767,0.14,0.045461421,1.342356997,1.342356997,0.206135798
PALD1,-0.344818,6.33E-05,4.198623885,-4.198623885,0.012116659,-1.01,1.82E-04,3.739031899,-3.739031899,0.009524201
PALLD,-0.323,0.082378667,1.08418524,-1.08418524,0.364773464,-0.58,0.008158073,2.088412435,-2.088412435,0.07892487
PALM,-0.39,0.070834096,1.149757642,-1.149757642,0.338861709,-0.53,0.193487228,0.713347697,-0.713347697,0.448922106
PALM2,-0.3315,0.169211338,0.77157054,-0.77157054,0.500688245,-0.16,0.147232319,0.831996847,-0.831996847,0.38874989
PALM2-AKAP2,0.07,0.456607114,0.340457327,0.340457327,0.76113413,0.085,0.95646025,0.019333074,0.019333074,0.98275829
PALM3,-0.00935,3.26E-01,0.487087637,-0.487087637,0.664186358,-0.37,0.484054116,0.315106083,-0.315106083,0.725370785
PALMD,-0.03365,0.807861723,0.092662969,-0.092662969,0.937769233,-0.06,0.881635006,0.054711174,-0.054711174,0.94938043
PAM,-0.1895,0.148673871,0.827765352,-0.827765352,0.473072466,-0.205,0.044941967,1.347347922,-1.347347922,0.204933974
PAMR1,0.05,0.355948743,0.448612536,0.448612536,0.689768183,-0.235,0.141809734,0.848293958,-0.848293958,0.380681283
PAN2,-0.06185,0.235558337,0.62790152,-0.62790152,0.572239011,0.16,0.127560843,0.894282618,0.894282618,0.36326636
PAN3,-0.056,0.177039239,0.751930466,-0.751930466,0.509909996,-0.015,0.976237147,0.010444671,-0.010444671,0.991234632
PANK1,0.25,0.036672818,1.435655718,1.435655718,0.251846642,0.115,0.401589556,0.39621759,0.39621759,0.65816145
PANK2,-0.02745,0.595390753,0.225197914,-0.225197914,0.848531106,0.05,0.609093196,0.215316252,0.215316252,0.801924026
PANK3,0.1914,4.81E-02,1.317541035,1.317541035,0.284293034,0.045,0.249477143,0.602969239,0.602969239,0.518636295
PANK4,0.0426,0.765873704,0.115842842,0.115842842,0.923088373,0.15,0.052833495,1.277090662,1.277090662,0.223144126
PANX1,0.1156,0.326891024,0.485597005,0.485597005,0.665263056,-0.015,0.676712909,0.169595539,-0.169595539,0.843468576
PAPLN,-0.3625,0.030470297,1.516123313,-1.516123313,0.230888337,-0.455,0.028257721,1.548862863,-1.548862863,0.158433815
PAPOLA,0.240125,0.014816625,1.829250714,1.829250714,0.169712681,0.145,0.131269461,0.881836299,0.881836299,0.368730369
PAPOLB,-0.429,0.555555556,0.255272505,-0.255272505,0.82384224,-0.885,0.026167732,1.582233922,-1.582233922,0.152026087
PAPOLG,0.0172,0.48996559,0.309834419,0.309834419,0.780389584,-0.095,0.249434889,0.603042801,-0.603042801,0.518636295
PAPPA,-0.186,0.338134369,0.470910683,-0.470910683,0.675779635,-0.11,0.363752713,0.439193759,-0.439193759,0.626098391
PAPSS1,0.036,0.385114972,0.414409597,0.414409597,0.712289941,-0.195,0.253611754,0.595830623,-0.595830623,0.523869101
PAPSS2,0.0235,0.713426758,0.146650606,0.146650606,0.902517683,0.285,0.306577152,0.513460215,0.513460215,0.577213184
PAQR7,0.0028,0.764440699,0.116656199,0.116656199,0.923088373,0.045,0.283666404,0.547192096,0.547192096,0.554143923
PARD3,-0.2123,0.078092421,1.107391111,-1.107391111,0.353100382,0.005,0.450566911,0.346240705,0.346240705,0.69924126
PARD3B,-0.140745,0.008161421,2.088234228,-2.088234228,0.129073703,-0.265,0.003298604,2.481669802,-2.481669802,0.048605906
PARD6B,0.0135,0.616191964,0.21028397,0.21028397,0.859697528,0.295,0.013826646,1.859283166,1.859283166,0.106443948
PARD6G,-0.38615,0.00693697,2.158830171,-2.158830171,0.119173591,-0.065,0.249454774,0.60300818,-0.60300818,0.518636295
PARG,0.00175,0.50919691,0.293114241,0.293114241,0.794691198,-0.025,0.960411053,0.01754285,-0.01754285,0.983920475
PARK7,-0.03395,0.474809888,0.323480245,-0.323480245,0.770633845,0.215,0.005037563,2.297779531,2.297779531,0.061225671
PARL,0.0222,0.834880913,0.078375468,0.078375468,0.947391408,-0.03,0.427001319,0.369570784,-0.369570784,0.679912643
PARN,0.03649,0.960416866,0.017540222,0.017540222,0.986932295,0.095,0.227641204,0.642749125,0.642749125,0.492827369
PARP1,0.1712,0.066310682,1.178416508,1.178416508,0.328206978,0.395,0.003300246,2.481453737,2.481453737,0.048605906
PARP10,0.21355,0.358545794,0.445455368,0.445455368,0.690303683,0.02,0.834856141,0.078388354,0.078388354,0.928134285
PARP12,-0.110600685,0.323320809,0.490366343,-0.490366343,0.662371414,-0.01,0.218350518,0.660845774,-0.660845774,0.480864282
PARP14,0.1115,0.571546424,0.242948488,0.242948488,0.834056312,-0.005,0.585088845,0.232778182,-0.232778182,0.787106408
PARP16,0.0812,0.450182543,0.34661135,0.34661135,0.758476955,0.055,0.739444755,0.131094267,0.131094267,0.878558499
PARP2,0.1431,0.06272956,1.202527761,1.202527761,0.318550866,0.34,0.004246169,2.372002734,2.372002734,0.055993889
PARP4,-0.109,0.441738885,0.35483437,-0.35483437,0.752142981,0.165,0.143133361,0.84425913,0.84425913,0.382799115
PARP9,-0.146,0.297305564,0.526796964,-0.526796964,0.637944354,-0.155,0.190085272,0.721051531,-0.721051531,0.444871128
PARS2,-0.1488,0.065586091,1.183188255,-1.183188255,0.326256562,0.11,0.616132721,0.210325727,0.210325727,0.806287327
PARVA,-0.263,0.019931634,1.700457089,-1.700457089,0.197298318,-0.275,0.21100288,0.675711618,-0.675711618,0.472246388
PARVB,0.194,0.170758026,0.767618874,0.767618874,0.50399946,0.385,0.03008791,1.521607976,1.521607976,0.16397795
PARVG,0.249,0.015020674,1.82331058,1.82331058,0.171488071,0.475,0.003572535,2.447023536,2.447023536,0.050867802
PASK,0.27735,0.007041144,2.152356762,2.152356762,0.120769705,0.265,0.010888921,1.963015172,1.963015172,0.093127203
PATJ,0.2855,0.002676874,2.572371998,2.572371998,0.077557011,0.15,0.591899788,0.227751816,0.227751816,0.791243771
PATL1,0.163,0.170751293,0.767636,0.767636,0.50399946,0.22,0.020452055,1.689263044,1.689263044,0.132067479
PATZ1,0.00835,0.480971081,0.317881036,0.317881036,0.774411935,0.04,0.39599683,0.40230829,0.40230829,0.653638577
PAWR,-0.2755,0.175454722,0.75583494,-0.75583494,0.507946258,0.035,0.687618455,0.162652476,0.162652476,0.84981535
PAX2,0.4937,0.447473966,0.349232227,0.349232227,0.75644507,-0.44,0.899524185,0.045987156,-0.045987156,0.959008171
PAX8,0.2875,0.006732477,2.171825105,2.171825105,0.118175322,0.495,0.005701699,2.243995747,2.243995747,0.065212868
PAXBP1,0.09175,0.008654807,2.062742625,2.062742625,0.13330392,0.25,0.041333834,1.383694311,1.383694311,0.195685892
PAXIP1,0.05775,0.792523924,0.100987619,0.100987619,0.933405456,0.15,0.017180347,1.76496808,1.76496808,0.12011625
PAXX,0.0745,0.348246377,0.458113393,0.458113393,0.682616251,0.405,8.21E-04,3.08541609,3.08541609,0.022415599
PBDC1,0.041,0.079787775,1.098063645,1.098063645,0.357584406,0.23,0.037104628,1.430571921,1.430571921,0.184474587
PBK,0.84047,3.92E-06,5.406776496,5.406776496,0.003001168,1.05,6.00E-06,5.221613948,5.221613948,0.002064156
PBLD,-0.188,0.913055964,0.039502602,-0.039502602,0.97090695,-0.06,0.720825122,0.142170086,-0.142170086,0.867551987
PBRM1,0.142705,0.163138239,0.78744423,0.78744423,0.492644863,0.125,0.021246957,1.672703261,1.672703261,0.135421076
PBX1,-0.5815,0.00136873,2.86368217,-2.86368217,0.055342583,-0.405,0.027898511,1.554418976,-1.554418976,0.15748099
PBX2,-0.286145,0.028621726,1.54330418,-1.54330418,0.225613131,-0.03,0.195075807,0.709796588,-0.709796588,0.451568826
PBX3,-0.2735,0.073992559,1.130811955,-1.130811955,0.346526967,-0.015,0.92487056,0.033919045,-0.033919045,0.968828202
PBXIP1,-0.132,0.196921572,0.705706706,-0.705706706,0.532683432,-0.4,0.001299127,2.886348376,-2.886348376,0.028735703
PC,0.44255,0.00405856,2.391628028,2.391628028,0.095420872,0.555,0.01542866,1.811671798,1.811671798,0.11277536
PCBD1,-0.0539,0.972286733,0.01220564,-0.01220564,0.991902719,-0.05,0.698645041,0.155743419,-0.155743419,0.856012755
PCBD2,0.00335,0.807861723,0.092662969,0.092662969,0.937769233,0.13,0.490186644,0.309638526,0.309638526,0.72948303
PCBP1,-0.06205,0.308954017,0.510106153,-0.510106153,0.649430574,0.015,0.17540261,0.755963948,0.755963948,0.42786796
PCBP2,0.04815,0.706037133,0.151172457,0.151172457,0.898897632,-0.09,0.581632092,0.235351639,-0.235351639,0.78460786
PCBP3,-0.426,0.042372443,1.3729165,-1.3729165,0.268148876,-0.365,0.169195676,0.771610739,-0.771610739,0.419296818
PCBP4,-0.1874,7.64E-02,1.116729837,-1.116729837,0.350160083,-0.105,0.072383512,1.140360346,-1.140360346,0.265621126
PCCA,-0.17435,0.390564773,0.40830693,-0.40830693,0.717059031,-0.26,0.010137571,1.994066097,-1.994066097,0.089233106
PCCB,0.0252,0.637291249,0.195662045,0.195662045,0.870632964,0.245,9.14E-04,3.038984859,3.038984859,0.023695189
PCDH1,0.0355,0.216540641,0.664460582,0.664460582,0.554025624,0.255,0.237511384,0.624315569,0.624315569,0.504848307
PCDH18,-0.156,0.171748386,0.765107336,-0.765107336,0.505257009,-0.74,0.00170835,2.76742318,-2.76742318,0.033349679
PCDH19,-0.437,0.155304997,0.808814569,-0.808814569,0.484333709,-0.455,0.172297251,0.763721652,-0.763721652,0.423633504
PCDH7,-0.06995,0.471757198,0.326281465,-0.326281465,0.76776031,-0.46,0.151476514,0.819654697,-0.819654697,0.394709756
PCDHA4,-0.243,0.440934066,0.355626347,-0.355626347,0.752142981,0.215,0.528495937,0.276958347,0.276958347,0.750517953
PCDHB13,-0.180205,0.367676768,0.434533811,-0.434533811,0.697116192,-0.405,0.022421808,1.64932937,-1.64932937,0.139432334
PCDHGC3,-0.095,0.440749455,0.355808216,-0.355808216,0.752142981,-0.83,1.10E-04,3.956848885,-3.956848885,0.007197781
PCF11,0.04154,0.913054601,0.039503251,0.039503251,0.97090695,-0.01,0.758255903,0.1201842,-0.1201842,0.888023757
PCGF1,0.0435,0.790169451,0.102279765,0.102279765,0.933405456,0.025,0.548078353,0.261157351,0.261157351,0.763937664
PCGF2,0.0525,0.348246377,0.458113393,0.458113393,0.682616251,-0.045,0.838746014,0.076369531,-0.076369531,0.930236625
PCGF3,0.0618,0.422361966,0.374315197,0.374315197,0.740027551,0.09,0.644333652,0.190889186,0.190889186,0.823883704
PCGF5,-0.2959,0.009305838,2.03124453,-2.03124453,0.138757323,-0.235,0.088674361,1.052201934,-1.052201934,0.296979834
PCGF6,-0.00455,0.705726815,0.151363381,-0.151363381,0.898897632,0.215,0.082340055,1.084388846,1.084388846,0.285759964
PCID2,-0.01735,0.854303849,0.068387637,-0.068387637,0.953013305,0.15,0.018877555,1.724054263,1.724054263,0.12678937
PCIF1,-0.1055,0.042370277,1.372938702,-1.372938702,0.268148876,-0.02,0.777223057,0.109454324,-0.109454324,0.898592168
PCK1,-0.4165,0.098029366,1.008643807,-1.008643807,0.39701466,-3.235,0.002196105,2.658346908,-2.658346908,0.038442042
PCK2,0.4015,0.00804348,2.09455604,2.09455604,0.128317932,0.44,0.001954965,2.708861106,2.708861106,0.036093715
PCLAF,0.8824,0.012428598,1.905577846,1.905577846,0.157510889,0.7,3.96E-05,4.401839652,4.401839652,0.004390419
PCM1,0.0535,0.665904213,0.176588238,0.176588238,0.879451868,-0.06,0.57485109,0.240444641,-0.240444641,0.780398969
PCMT1,-0.015,0.68403641,0.164920781,-0.164920781,0.889156095,0.055,0.447538232,0.349169858,0.349169858,0.696719397
PCMTD1,-0.24855,0.073190471,1.135545456,-1.135545456,0.344749701,-0.33,0.137792989,0.860772879,-0.860772879,0.374363264
PCMTD2,-0.2833,0.023936999,1.620930299,-1.620930299,0.212427604,-0.205,0.006828052,2.165703164,-2.165703164,0.071925435
PCNA,0.4564,1.22E-04,3.912412093,3.912412093,0.016324993,0.595,1.44E-04,3.842967178,3.842967178,0.008245256
PCNP,-0.0128,0.920932333,0.035772279,-0.035772279,0.975051757,-0.09,0.424139498,0.372491282,-0.372491282,0.678044524
PCNT,-0.02125,0.528504592,0.276951235,-0.276951235,0.807061143,0.4,4.60E-05,4.337193405,4.337193405,0.004714356
PCOLCE,-0.241,0.042373526,1.372905399,-1.372905399,0.268148876,-0.4,0.040385768,1.393771652,-1.393771652,0.193037563
PCP4,-0.231,0.355951268,0.448609456,-0.448609456,0.689768183,-0.175,0.285939379,0.543726031,-0.543726031,0.556360367
PCP4L1,-0.262,0.419379626,0.377392672,-0.377392672,0.737975967,0.03,0.68402543,0.164927752,0.164927752,0.848351327
PCSK1,-0.27855,0.914285714,0.038918066,-0.038918066,0.971853531,0.415,0.161637159,0.791458792,0.791458792,0.409395924
PCSK1N,-0.312,0.590851372,0.228521752,-0.228521752,0.846898687,-1.26,2.35E-04,3.628217896,-3.628217896,0.010880059
PCSK6,-0.6632,0.012320704,1.909364489,-1.909364489,0.157510889,-0.715,0.21653823,0.664465418,-0.664465418,0.479115219
PCSK9,0.455,0.006834767,2.165276301,2.165276301,0.118175322,1.915,5.83E-04,3.234227108,3.234227108,0.018451554
PCTP,-0.00275,0.214701004,0.668165925,-0.668165925,0.552477329,0.21,0.151442161,0.819753202,0.819753202,0.394709756
PCYOX1,-0.3335,0.004528096,2.3440844,-2.3440844,0.100917227,-0.165,0.027531832,1.560164891,-1.560164891,0.156358846
PCYOX1L,-0.05185,0.415686843,0.381233721,-0.381233721,0.735674757,0.015,0.972284552,0.012206615,0.012206615,0.988929518
PCYT1A,-0.14,5.86E-02,1.231824121,-1.231824121,0.308142627,0,0.79248455,0.101009196,0,0.906638378
PCYT1B,-0.03389,0.824399082,0.0838625,-0.0838625,0.946269731,-0.995,0.361131994,0.442334034,-0.442334034,0.623782104
PCYT2,0.20852,0.025527571,1.5929905,1.5929905,0.217186957,0.41,0.005697896,2.244285469,2.244285469,0.065212868
PDAP1,-0.01865,0.885558234,0.052782875,-0.052782875,0.962799538,0.02,0.602214637,0.220248693,0.220248693,0.798302747
PDCD10,-0.07265,0.502859533,0.298553312,-0.298553312,0.789264747,0.05,0.316003763,0.500307745,0.500307745,0.586389294
PDCD11,-0.07614,0.43004653,0.366484552,-0.366484552,0.744052726,-0.015,0.290376768,0.537038133,-0.537038133,0.561357628
PDCD2,0.238315,0.004058754,2.391607296,2.391607296,0.095420872,0.1,0.106667547,0.97196769,0.97196769,0.329010336
PDCD2L,0.087955,0.058638883,1.231814309,1.231814309,0.308142627,0.285,0.006332229,2.198443366,2.198443366,0.068929789
PDCD4,-0.19555,0.007253716,2.13943943,-2.13943943,0.122853706,-0.37,0.014014609,1.853419012,-1.853419012,0.107360561
PDCD5,0.2012,0.010292988,1.987458541,1.987458541,0.144614455,0.385,0.001169606,2.931960497,2.931960497,0.027259328
PDCD6,-0.171,0.003197855,2.495141244,-2.495141244,0.082816791,0.02,0.588470048,0.230275637,0.230275637,0.789111409
PDCD6IP,-0.05775,0.385112478,0.414412409,-0.414412409,0.712289941,-0.1,0.366304742,0.436157459,-0.436157459,0.628511102
PDCD7,0.0099,0.835751813,0.077922673,0.077922673,0.947391408,-0.02,0.964366795,0.015757752,-0.015757752,0.985115862
PDCL,0.0641,0.323330966,0.490352701,0.490352701,0.662371414,0.065,0.132530408,0.877684466,0.877684466,0.370415856
PDCL3,0.18755,0.084147348,1.074959564,1.074959564,0.368947657,0.11,0.374245721,0.426843157,0.426843157,0.634233395
PDE12,0.1455,0.001491666,2.8263284,2.8263284,0.058240605,0.18,0.002755535,2.559794035,2.559794035,0.044045075
PDE1A,-0.34234,0.204372717,0.689577082,-0.689577082,0.540956919,-0.535,0.018644148,1.729457463,-1.729457463,0.125953656
PDE1B,-0.0495,0.723520298,0.140549281,-0.140549281,0.906993879,-0.44,0.233592248,0.631541573,-0.631541573,0.499363378
PDE1C,-0.46375,0.183398479,0.73660427,-0.73660427,0.516156761,-0.735,0.007470466,2.126652327,-2.126652327,0.075295287
PDE2A,-0.192,0.181320146,0.74155394,-0.74155394,0.514413768,-1.06,0.002998247,2.523132619,-2.523132619,0.0460505
PDE3A,-0.15315,0.441741281,0.354832014,-0.354832014,0.752142981,0.075,0.578299726,0.237847013,0.237847013,0.78235592
PDE4A,0.1295,1,0,0,1,0.1,0.717124627,0.144405363,0.144405363,0.865792125
PDE4B,0.16,0.850014076,0.070573882,0.070573882,0.952704002,0.245,0.471726962,0.326309301,0.326309301,0.715575242
PDE4D,-0.1005,0.343171667,0.464488576,-0.464488576,0.679497649,0.15,0.944604276,0.024750093,0.024750093,0.977664653
PDE4DIP,-0.0685,0.598834397,0.222693262,-0.222693262,0.851285752,0.185,0.807841949,0.092673599,0.092673599,0.914013628
PDE5A,-0.3325,0.008529458,2.069078547,-2.069078547,0.132900863,-0.495,0.003690657,2.432896261,-2.432896261,0.051878928
PDE6D,-0.15045,0.235555879,0.627906052,-0.627906052,0.572239011,0.02,0.862053012,0.064466026,0.064466026,0.93983226
PDE8A,0.04834,0.212518991,0.672602254,0.672602254,0.550043107,0.02,0.127568837,0.894255402,0.894255402,0.36326636
PDF,0.1006,0.181863715,0.740253942,0.740253942,0.514413768,0.24,0.019134387,1.718185447,1.718185447,0.127790256
PDGFA,-0.8995,0.036522301,1.437441866,-1.437441866,0.251846642,-0.615,0.0080405,2.094716963,-2.094716963,0.078326349
PDGFC,-0.2556,0.044430941,1.352314493,-1.352314493,0.273591968,-0.31,0.062673028,1.202919324,-1.202919324,0.244698416
PDGFD,-0.252,0.217012942,0.663514366,-0.663514366,0.555089175,-0.76,0.005447025,2.26384066,-2.26384066,0.063762084
PDGFRA,0.077,0.986810352,0.005766303,0.005766303,0.997519204,-0.53,0.025849421,1.587549178,-1.587549178,0.151027338
PDGFRB,-0.1815,0.178625292,0.748057049,-0.748057049,0.511767549,-0.325,0.150042379,0.823786059,-0.823786059,0.392700677
PDGFRL,0.154,0.65007326,0.187037698,0.187037698,0.876568341,-0.195,0.669505694,0.174245725,-0.174245725,0.839304802
PDHA1,-0.01095,0.471752547,0.326285747,-0.326285747,0.76776031,0,0.525211026,0.279666165,0,0.750517953
PDHA2,0.0242,1,0,0,1,0,0.490251403,0.309581155,0,0.72948303
PDHB,0.012705,0.964373335,0.015754806,0.015754806,0.988249895,-0.03,0.819378434,0.086515471,-0.086515471,0.920462951
PDHX,0.2068,0.052923126,1.276354509,1.276354509,0.295179976,0.145,0.158657389,0.799539698,0.799539698,0.405367952
PDIA2,0.201,0.428171491,0.368382253,0.368382253,0.743319576,0.52,0.909120249,0.041378669,0.041378669,0.962039408
PDIA3,-0.1335,0.270560249,0.567736011,-0.567736011,0.609585091,0.06,0.96832466,0.013979008,0.013979008,0.986928781
PDIA4,-0.261,0.098393031,1.00703566,-1.00703566,0.39701466,-0.11,0.21282464,0.671978092,-0.671978092,0.474295682
PDIA5,-0.27,0.053531922,1.271387164,-1.271387164,0.296131334,-0.255,0.207443215,0.683100765,-0.683100765,0.467889899
PDIA6,-0.1396,0.190122478,0.720966533,-0.720966533,0.525151499,-0.13,0.288117994,0.540429617,-0.540429617,0.558708799
PDK1,0.3895,0.052317667,1.28135163,1.28135163,0.294105215,0.37,0.04494984,1.347271852,1.347271852,0.204933974
