ID,Gene,FoldChange.acetyl,pval.acetyl,logp.acetyl,signedlogp.acetyl,FDR.acetyl,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
TP53I3-K176,TP53I3,-0.18295,0.709854826,0.148830461,-0.148830461,0.936130008,-0.19,0.340935434,0.46732786,-0.46732786,0.547019076
TP53I3-K193,TP53I3,-0.1218,0.851622228,0.069753011,-0.069753011,0.981580746,-0.19,0.340935434,0.46732786,-0.46732786,0.547019076
TPD52L2-K221,TPD52L2,0.51305,0.302340954,0.519503021,0.519503021,0.709629691,0.915,1.76E-06,5.75334908,5.75334908,3.72E-04
TPD52L2-K78,TPD52L2,0.23,0.358693669,0.445276289,0.445276289,0.754388607,0.915,1.76E-06,5.75334908,5.75334908,3.72E-04
TPI1-K106,TPI1,-0.0268,0.633989387,0.197918012,-0.197918012,0.903681921,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K122,TPI1,-0.03345,0.975662043,0.01070059,-0.01070059,0.99923084,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K168,TPI1,-0.0942,0.84289788,0.074225038,-0.074225038,0.980470399,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K179,TPI1,-0.10615,0.250845678,0.600593376,-0.600593376,0.659954363,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K186,TPI1,-0.012115,0.391787222,0.406949732,-0.406949732,0.777160005,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K193,TPI1,-0.071315,0.825093461,0.083496855,-0.083496855,0.974426733,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K212,TPI1,0.0419,0.300082714,0.522759021,0.522759021,0.706690955,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K225,TPI1,-0.1003,0.044334125,1.353261863,-1.353261863,0.377290776,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K231,TPI1,-0.09705,0.876170314,0.057411465,-0.057411465,0.983227298,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K275,TPI1,-0.3882,0.0722877,1.140935595,-1.140935595,0.432224116,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K43,TPI1,-0.13025,0.070408704,1.152373648,-1.152373648,0.427102408,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPI1-K51,TPI1,-0.08645,0.361229087,0.442217286,-0.442217286,0.754388607,0.02,0.92413146,0.034266245,0.034266245,0.960608962
TPM1-K140,TPM1,0.3703,3.18E-01,0.49756268,0.49756268,0.721590137,-0.085,0.950866334,0.021880529,-0.021880529,0.975041737
TPM1-K149,TPM1,0.21945,0.102725863,0.988320203,0.988320203,0.477203191,-0.085,0.950866334,0.021880529,-0.021880529,0.975041737
TPM1-K15,TPM1,0.50705,0.044961179,1.34716231,1.34716231,0.378355178,-0.085,0.950866334,0.021880529,-0.021880529,0.975041737
TPM1-K161,TPM1,0.3104,0.246370133,0.608411941,0.608411941,0.656796812,-0.085,0.950866334,0.021880529,-0.021880529,0.975041737
TPM1-K168,TPM1,0.2385,0.681219047,0.166713217,0.166713217,0.925797955,-0.085,0.950866334,0.021880529,-0.021880529,0.975041737
TPM1-K217,TPM1,0.3504,0.303733874,0.51750677,0.51750677,0.709629691,-0.085,0.950866334,0.021880529,-0.021880529,0.975041737
TPM1-K29,TPM1,0.534,0.112388754,0.949277143,0.949277143,0.496105296,-0.085,0.950866334,0.021880529,-0.021880529,0.975041737
TPM1-K48,TPM1,0.52,0.357695304,0.446486761,0.446486761,0.753339705,-0.085,0.950866334,0.021880529,-0.021880529,0.975041737
TPM2-K149,TPM2,0.03465,0.523553364,0.281039046,0.281039046,0.849344499,0.1,0.946407579,0.02392179,0.02392179,0.972512512
TPM2-K226,TPM2,0.5575,0.181386018,0.741396193,0.741396193,0.591126553,0.1,0.946407579,0.02392179,0.02392179,0.972512512
TPM2-K48,TPM2,0.29075,0.260289844,0.584542777,0.584542777,0.666875038,0.1,0.946407579,0.02392179,0.02392179,0.972512512
TPM2-K51,TPM2,1.15425,0.05058431,1.295984165,1.295984165,0.389448437,0.1,0.946407579,0.02392179,0.02392179,0.972512512
TPM2-K59,TPM2,0.1225,0.878805444,0.056107261,0.056107261,0.983227298,0.1,0.946407579,0.02392179,0.02392179,0.972512512
TPM2-K70,TPM2,0.3175,7.33E-02,1.135130964,1.135130964,0.433314351,0.1,0.946407579,0.02392179,0.02392179,0.972512512
TPM3-K141,TPM3,0.3703,3.18E-01,0.49756268,0.49756268,0.721590137,0.105,0.332420601,0.47831207,0.47831207,0.538896125
TPM3-K150,TPM3,0.21945,0.102725863,0.988320203,0.988320203,0.477203191,0.105,0.332420601,0.47831207,0.47831207,0.538896125
TPM3-K218,TPM3,-0.358,0.677968055,0.168790769,-0.168790769,0.92536232,0.105,0.332420601,0.47831207,0.47831207,0.538896125
TPM3-K221,TPM3,0.4765,0.045497535,1.342012128,1.342012128,0.379475821,0.105,0.332420601,0.47831207,0.47831207,0.538896125
TPM3-K227,TPM3,-0.0185,0.643893226,0.191186144,-0.191186144,0.908294344,0.105,0.332420601,0.47831207,0.47831207,0.538896125
TPM4-K149,TPM4,0.03465,0.523553364,0.281039046,0.281039046,0.849344499,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K15,TPM4,0.4781,0.062828749,1.201841587,1.201841587,0.414694483,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K168,TPM4,-0.43,0.564449271,0.248375084,-0.248375084,0.870011531,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K189,TPM4,0.3125,0.074039093,1.130538911,1.130538911,0.433314351,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K213,TPM4,0.161425,0.384035278,0.415628879,0.415628879,0.771085225,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K217,TPM4,0.5975,8.20E-02,1.086423848,1.086423848,0.453363276,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K251,TPM4,0.489,0.033789919,1.471212855,1.471212855,0.348095339,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K259,TPM4,0.4225,0.018974911,1.721820256,1.721820256,0.288318447,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K29,TPM4,0.534,0.112388754,0.949277143,0.949277143,0.496105296,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K35,TPM4,1.8835,0.020453013,1.689242708,1.689242708,0.296118463,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPM4-K48,TPM4,0.5406,0.031725091,1.498597119,1.498597119,0.342406146,0.155,0.209539404,0.678734295,0.678734295,0.402205101
TPP2-K883,TPP2,-0.3226,0.201375631,0.695993086,-0.695993086,0.613995632,-0.06,0.805289415,0.094048009,-0.094048009,0.892557723
TPP2-K990,TPP2,-0.3005,0.310179509,0.508386895,-0.508386895,0.714390426,-0.06,0.805289415,0.094048009,-0.094048009,0.892557723
TPPP3-K144,TPPP3,-0.575,0.072241657,1.141212302,-1.141212302,0.432224116,-2.73,5.38E-05,4.269551132,-4.269551132,0.001843522
TPPP3-K165,TPPP3,-0.69375,0.090966349,1.041119236,-1.041119236,0.463925855,-2.73,5.38E-05,4.269551132,-4.269551132,0.001843522
TPPP3-K173,TPPP3,-1.477,0.038594136,1.413478673,-1.413478673,0.362535899,-2.73,5.38E-05,4.269551132,-4.269551132,0.001843522
TPR-K1128,TPR,-0.0306,0.474416612,0.323840112,-0.323840112,0.826203149,0.07,0.973184529,0.011804804,0.011804804,0.986698941
TPR-K16,TPR,0.08125,0.640378198,0.193563462,0.193563462,0.906924791,0.07,0.973184529,0.011804804,0.011804804,0.986698941
TPR-K477,TPR,0.1627,0.351735106,0.453784283,0.453784283,0.746950382,0.07,0.973184529,0.011804804,0.011804804,0.986698941
TPR-K713,TPR,0.052,6.66E-01,0.176367871,0.176367871,0.916730134,0.07,0.973184529,0.011804804,0.011804804,0.986698941
TPR-K723,TPR,0.1309,0.446995648,0.349696705,0.349696705,0.810363825,0.07,0.973184529,0.011804804,0.011804804,0.986698941
TPR-K748,TPR,-0.1272,0.515843976,0.287481637,-0.287481637,0.847684399,0.07,0.973184529,0.011804804,0.011804804,0.986698941
TPR-K755,TPR,-0.04915,0.699128739,0.155442845,-0.155442845,0.93361126,0.07,0.973184529,0.011804804,0.011804804,0.986698941
TPR-K854,TPR,0.0833,0.537941951,0.269264586,0.269264586,0.857192241,0.07,0.973184529,0.011804804,0.011804804,0.986698941
TPT1-K102,TPT1,0.211,0.109353591,0.961166953,0.961166953,0.489515168,-0.535,0.002351543,2.628647006,-2.628647006,0.019486136
TPT1-K19,TPT1,-0.132019,0.802567856,0.095518238,-0.095518238,0.96768117,-0.535,0.002351543,2.628647006,-2.628647006,0.019486136
TRAP1-K332,TRAP1,0.4509,0.069978289,1.155036679,1.155036679,0.427102408,-0.075,0.423061446,0.37359655,-0.37359655,0.622369791
TRAP1-K431,TRAP1,0.5199,0.549006528,0.260422492,0.260422492,0.864349079,-0.075,0.423061446,0.37359655,-0.37359655,0.622369791
TRIM2-K479,TRIM2,-0.3196,0.069460137,1.158264364,-1.158264364,0.427102408,-1.27,2.46E-06,5.6084103,-5.6084103,4.20E-04
TRIM22-K102,TRIM22,-0.47,0.308195989,0.511173018,-0.511173018,0.712475057,-0.555,0.034699542,1.459676261,-1.459676261,0.120651062
TRIM28-K188,TRIM28,0.37,6.54E-04,3.184312482,3.184312482,0.084450777,0.78,0.018351592,1.73632625,1.73632625,0.078399355
TRIM28-K199,TRIM28,1.0285,4.25E-03,2.37E+00,2.371231377,0.162124068,0.78,0.018351592,1.73632625,1.73632625,0.078399355
TRIM28-K213,TRIM28,0.3883,0.132370033,0.878210324,0.878210324,0.527646433,0.78,0.018351592,1.73632625,1.73632625,0.078399355
TRIM28-K289,TRIM28,0.338,0.268565312,0.570950082,0.570950082,0.67714934,0.78,0.018351592,1.73632625,1.73632625,0.078399355
TRIM28-K340,TRIM28,0.3816,0.046582863,1.331773822,1.331773822,0.38355498,0.78,0.018351592,1.73632625,1.73632625,0.078399355
TRIM28-K377,TRIM28,0.1485,0.24625464,0.608615577,0.608615577,0.656796812,0.78,0.018351592,1.73632625,1.73632625,0.078399355
TRIM28-K770,TRIM28,0.137,0.461632991,0.335703162,0.335703162,0.820284944,0.78,0.018351592,1.73632625,1.73632625,0.078399355
TRIM28-K774,TRIM28,0.1365,0.278605315,0.555010603,0.555010603,0.684836556,0.78,0.018351592,1.73632625,1.73632625,0.078399355
TRIM33-K1127,TRIM33,-0.4094,0.049580243,1.304691352,-1.304691352,0.387973393,-0.165,0.004047762,2.392785034,-2.392785034,0.02818658
TRIM33-K763,TRIM33,-0.0095,0.7074418,0.150309283,-0.150309283,0.935131223,-0.165,0.004047762,2.392785034,-2.392785034,0.02818658
TRIM33-K769,TRIM33,0.148,0.224197774,0.649368705,0.649368705,0.639126331,-0.165,0.004047762,2.392785034,-2.392785034,0.02818658
TRIM33-K793,TRIM33,0.1902,4.30E-01,0.366774335,0.366774335,0.806455169,-0.165,0.004047762,2.392785034,-2.392785034,0.02818658
TRIM33-K861,TRIM33,0.3118,0.150336639,0.822935165,0.822935165,0.56309307,-0.165,0.004047762,2.392785034,-2.392785034,0.02818658
TRIM33-K953,TRIM33,0.1402,0.483814686,0.315320953,0.315320953,0.829440287,-0.165,0.004047762,2.392785034,-2.392785034,0.02818658
TRIM65-K354,TRIM65,-0.076,0.934371524,0.029480406,-0.029480406,0.99107133,0.295,0.08647264,1.063121283,1.063121283,0.224700083
TRIP12-K1491,TRIP12,0.291,0.650647141,0.186654474,0.186654474,0.909382665,0,0.95531469,0.019853544,0,0.977059544
TRIR-K118,TRIR,0.2759,0.625305133,0.203908006,0.203908006,0.900139933,0.055,0.407029436,0.390374182,0.390374182,0.608718942
TRIR-K124,TRIR,0.2828,0.292559085,0.533786411,0.533786411,0.698178893,0.055,0.407029436,0.390374182,0.390374182,0.608718942
TRIR-K128,TRIR,-0.23425,0.370600414,0.4310941,-0.4310941,0.760477974,0.055,0.407029436,0.390374182,0.390374182,0.608718942
TRIR-K146,TRIR,0.025,0.548939393,0.260475602,0.260475602,0.864349079,0.055,0.407029436,0.390374182,0.390374182,0.608718942
TRMT1-K361,TRMT1,0.29015,0.084675682,1.072241299,1.072241299,0.456123901,0.71,4.99E-05,4.302141933,4.302141933,0.001777034
TRMT1L-K136,TRMT1L,-0.151,0.713375928,0.146681549,-0.146681549,0.937056426,-0.23,0.153115526,0.814980769,-0.814980769,0.327375325
TROVE2-K312,TROVE2,-0.35955,1.45E-02,1.839675104,-1.839675104,0.264326288,-0.115,0.234969165,0.628989127,-0.628989127,0.434294791
TROVE2-K342,TROVE2,-0.20875,0.885448916,0.052836489,-0.052836489,0.983538062,-0.115,0.234969165,0.628989127,-0.628989127,0.434294791
TRRAP-K2724,TRRAP,0.1380815,0.122906494,0.910425169,0.910425169,0.512555706,0.18,0.332418908,0.478314282,0.478314282,0.538896125
TSFM-K65,TSFM,0.149795,0.878431373,0.056292162,0.056292162,0.983227298,0.155,0.376104803,0.42469112,0.42469112,0.580070431
TSGA10-K279,TSGA10,-0.6,0.028426155,1.546281878,-1.546281878,0.330489946,-0.23,0.059814673,1.223192269,-1.223192269,0.175036662
TSN-K187,TSN,0.25296,0.146819662,0.833215781,0.833215781,0.557819888,0.51,1.74E-04,3.758665516,3.758665516,0.003763842
TSN-K228,TSN,0.06215,0.391436738,0.407338417,0.407338417,0.777137719,0.51,1.74E-04,3.758665516,3.758665516,0.003763842
TSNAX-K252,TSNAX,0.177,0.342857143,0.464886798,0.464886798,0.739699401,0.38,0.111578455,0.952419655,0.952419655,0.265664275
TSNAX-K68,TSNAX,0.2695,0.034312178,1.46455171,1.46455171,0.348726863,0.38,0.111578455,0.952419655,0.952419655,0.265664275
TSR2-K128,TSR2,-0.234,0.244876823,0.611052318,-0.611052318,0.656432476,0.36,0.00427254,2.369313883,2.369313883,0.029278165
TSSC4-K217,TSSC4,0.0464,0.543312607,0.264950218,0.264950218,0.861070995,0.1,0.282078684,0.549629731,0.549629731,0.487500456
TST-K24,TST,-0.47485,0.012285796,1.910596705,-1.910596705,0.244864953,-0.88,4.02E-05,4.395269466,-4.395269466,0.001571872
TTC1-K109,TTC1,0.174,0.123671046,0.907731965,0.907731965,0.513882218,0.015,0.770812141,0.113051453,0.113051453,0.873703628
TTC9C-K12,TTC9C,0.256215,4.42E-01,0.354744735,0.354744735,0.810363825,0.305,0.00491407,2.308558638,2.308558638,0.032004551
TTR-K35,TTR,-0.0133,0.827166603,0.082407009,-0.082407009,0.974426733,0,0.907846127,0.041987755,0,0.951381177
TUBB-K78,TUBB,0.17375,0.085832727,1.066347088,1.066347088,0.456848412,0.575,1.99E-04,3.700385309,3.700385309,0.004075151
TUBB4B-K58,TUBB4B,0.4815,0.082034516,1.086003378,1.086003378,0.453363276,-0.695,0.028499558,1.54516188,-1.54516188,0.105674666
TUFM-K300,TUFM,-0.7545,0.107790549,0.967419315,-0.967419315,0.486183427,0.375,0.001179124,2.928440574,2.928440574,0.012388772
TUFM-K345,TUFM,0.192339,0.343821994,0.463666346,0.463666346,0.739706546,0.375,0.001179124,2.928440574,2.928440574,0.012388772
TUFM-K58,TUFM,0.121,0.617706428,0.209217879,0.209217879,0.899499586,0.375,0.001179124,2.928440574,2.928440574,0.012388772
TUFM-K94,TUFM,0.4991,0.084689707,1.072169369,1.072169369,0.456123901,0.375,0.001179124,2.928440574,2.928440574,0.012388772
TXN-K21,TXN,-0.218,0.283859138,0.54689712,-0.54689712,0.690484731,-0.62,0.003709878,2.430640374,-2.430640374,0.026482695
TXN-K39,TXN,-0.1707,0.066077543,1.179946111,-1.179946111,0.422524741,-0.62,0.003709878,2.430640374,-2.430640374,0.026482695
TXN-K48,TXN,0.2727,0.302653868,0.519053771,0.519053771,0.709629691,-0.62,0.003709878,2.430640374,-2.430640374,0.026482695
TXN-K8,TXN,-0.2495,0.830925806,0.080437753,-0.080437753,0.975416219,-0.62,0.003709878,2.430640374,-2.430640374,0.026482695
TXN-K81,TXN,-0.06597,0.251934564,0.598712246,-0.598712246,0.660369652,-0.62,0.003709878,2.430640374,-2.430640374,0.026482695
TXN-K94,TXN,-0.56425,3.04E-04,3.51715881,-3.51715881,0.060848331,-0.62,0.003709878,2.430640374,-2.430640374,0.026482695
TXN-K96,TXN,-0.32665,0.127914876,0.893078944,-0.893078944,0.521595285,-0.62,0.003709878,2.430640374,-2.430640374,0.026482695
TXNDC17-K40,TXNDC17,-0.15105,0.492966916,0.307182226,-0.307182226,0.832582422,-0.07,0.407037647,0.390365421,-0.390365421,0.608718942
TXNDC17-K98,TXNDC17,-0.2205,0.128832153,0.889975734,-0.889975734,0.521595285,-0.07,0.407037647,0.390365421,-0.390365421,0.608718942
TXNRD1-K274,TXNRD1,0.4485,0.038527584,1.414228219,1.414228219,0.362535899,0.455,0.027698611,1.557542015,1.557542015,0.103703977
TXNRD1-K300,TXNRD1,-0.14835,0.207581026,0.682812345,-0.682812345,0.620586393,0.455,0.027698611,1.557542015,1.557542015,0.103703977
TXNRD2-K153,TXNRD2,-0.2515,0.28197412,0.54979075,-0.54979075,0.689226412,-0.24,0.096147112,1.017063757,-1.017063757,0.240853915
U2SURP-K88,U2SURP,0.251345,0.270903295,0.567185712,0.567185712,0.679323949,0.625,2.12E-05,4.673817263,4.673817263,0.001129459
UBA1-K671,UBA1,-0.1076,0.779422161,0.10822725,-0.10822725,0.963872943,0.445,0.002827226,2.548639412,2.548639412,0.022126674
UBA1-K68,UBA1,0.206525,0.091791472,1.037197664,1.037197664,0.465881739,0.445,0.002827226,2.548639412,2.548639412,0.022126674
UBA1-K838,UBA1,0.07935,0.328829404,0.483029355,0.483029355,0.728610958,0.445,0.002827226,2.548639412,2.548639412,0.022126674
UBA1-K980,UBA1,0.0789,0.989284408,0.004678836,0.004678836,1,0.445,0.002827226,2.548639412,2.548639412,0.022126674
UBA2-K617,UBA2,0.065125,0.622302419,0.205998511,0.205998511,0.900139933,0.455,1.67E-04,3.777838732,3.777838732,0.003653479
UBA3-K409,UBA3,-0.6193275,2.08E-01,0.682016072,-0.682016072,0.621321818,-0.48,0.016747278,1.776055778,-1.776055778,0.073472579
UBA52-K100,UBA52,-0.6162,0.120664701,0.918419758,-0.918419758,0.508975216,0.495,3.67E-04,3.435765806,3.435765806,0.005862585
UBA52-K95,UBA52,-0.1472,0.349562794,0.456474798,-0.456474798,0.744741834,0.495,3.67E-04,3.435765806,3.435765806,0.005862585
UBA6-K544,UBA6,-0.33095,0.003780298,2.422473995,-2.422473995,0.15679362,-0.015,0.211545411,0.674596392,-0.674596392,0.403904036
UBAP2L-K1071,UBAP2L,0.015,0.768899046,0.114130678,0.114130678,0.959811581,0.15,0.158014463,0.801303161,0.801303161,0.3344492
UBE2D2-K133,UBE2D2,0.2319,0.655935392,0.183138936,0.183138936,0.912619577,-0.31,0.076666239,1.115395841,-1.115395841,0.207263612
UBE2E1-K43,UBE2E1,-0.05045,1,0,0,1,0.175,0.11804243,0.92796186,0.92796186,0.275728524
UBE2E1-K50,UBE2E1,-0.0205,0.685973088,0.163692922,-0.163692922,0.926164252,0.175,0.11804243,0.92796186,0.92796186,0.275728524
UBE2E2-K52,UBE2E2,0.607,0.020731759,1.683363852,1.683363852,0.296733951,1,3.15E-05,4.501127619,4.501127619,0.001354629
UBE2E3-K58,UBE2E3,0.215,0.552329203,0.257801994,0.257801994,0.864901235,-0.17,0.093923608,1.02722523,-1.02722523,0.237577311
UBE2K-K14,UBE2K,-0.087,0.714353701,0.146086701,-0.146086701,0.937585635,0.105,0.732539788,0.135168781,0.135168781,0.849447482
UBE2L3-K78,UBE2L3,-0.2145,0.524938829,0.279891302,-0.279891302,0.850094397,-0.39,0.005269741,2.278210735,-2.278210735,0.033572257
UBE2M-K8,UBE2M,0.4493,0.006533645,2.184844455,2.184844455,0.196218284,0.345,0.018613497,1.730172015,1.730172015,0.079269079
UBE2N-K82,UBE2N,-0.1696,0.941080904,0.026373039,-0.026373039,0.99107133,-0.09,0.315930923,0.500407864,-0.500407864,0.521291003
UBN1-K474,UBN1,-0.2125,0.981149216,0.008264939,-0.008264939,0.999575323,0.2,0.385190421,0.414324522,0.414324522,0.589208718
UBN1-K596,UBN1,-0.121125,0.266178896,0.57482638,-0.57482638,0.672461822,0.2,0.385190421,0.414324522,0.414324522,0.589208718
UBN1-K956,UBN1,-0.313275,0.115327815,0.938065936,-0.938065936,0.499935907,0.2,0.385190421,0.414324522,0.414324522,0.589208718
UBN2-K1068,UBN2,-0.271,0.095718621,1.019003567,-1.019003567,0.469628439,-0.335,0.029315856,1.532897425,-1.532897425,0.107607188
UBN2-K1148,UBN2,-0.1725,0.260215422,0.584666968,-0.584666968,0.666875038,-0.335,0.029315856,1.532897425,-1.532897425,0.107607188
UBN2-K976,UBN2,-0.0435,0.955264678,0.019876281,-0.019876281,0.996274416,-0.335,0.029315856,1.532897425,-1.532897425,0.107607188
UBQLN3-K27,UBQLN3,0.16095,0.434998103,0.361512637,0.361512637,0.810166369,-0.8,0.173464601,0.760789138,-0.760789138,0.355664335
UBTF-K284,UBTF,0.7598,0.004260863,2.370502451,2.370502451,0.162124068,-0.065,0.205399938,0.687399691,-0.687399691,0.397541567
UBTF-K393,UBTF,0.1995,0.101151909,0.995025916,0.995025916,0.474494877,-0.065,0.205399938,0.687399691,-0.687399691,0.397541567
UBTF-K559,UBTF,0.45485,0.004138376,2.383170064,2.383170064,0.161793451,-0.065,0.205399938,0.687399691,-0.687399691,0.397541567
UBTF-K652,UBTF,0.48659,0.083072283,1.080543852,1.080543852,0.45369489,-0.065,0.205399938,0.687399691,-0.687399691,0.397541567
UCHL1-K135,UCHL1,1.541,7.05E-04,3.152086603,3.152086603,0.087669189,4.905,3.99E-07,6.398814778,6.398814778,2.03E-04
UCHL1-K199,UCHL1,2.008,9.16E-04,3.038222638,3.038222638,0.095637245,4.905,3.99E-07,6.398814778,6.398814778,2.03E-04
UCHL5-K178,UCHL5,0.39865,0.482084965,0.316876413,0.316876413,0.8291737,0.295,0.056827251,1.245443354,1.245443354,0.169158577
UFC1-K122,UFC1,-0.1323,0.860554501,0.065221619,-0.065221619,0.983227298,-0.3,0.006701278,2.173842355,-2.173842355,0.039476456
UGDH-K107,UGDH,-0.3341,0.068862182,1.162019221,-1.162019221,0.427102408,-0.415,0.063710432,1.19578945,-1.19578945,0.182541232
UGDH-K490,UGDH,0.147,0.370069888,0.431716251,0.431716251,0.760066215,-0.415,0.063710432,1.19578945,-1.19578945,0.182541232
UGP2-K319,UGP2,-0.2232,0.19040748,0.720315995,-0.720315995,0.598795108,0.035,0.827044438,0.082471155,0.082471155,0.904184266
UGP2-K33,UGP2,0.2831,0.470810415,0.327153938,0.327153938,0.826203149,0.035,0.827044438,0.082471155,0.082471155,0.904184266
UGP2-K438,UGP2,-0.06022,0.736344819,0.132918765,-0.132918765,0.947043543,0.035,0.827044438,0.082471155,0.082471155,0.904184266
UGP2-K69,UGP2,0.0895,0.877856538,0.056576452,0.056576452,0.983227298,0.035,0.827044438,0.082471155,0.082471155,0.904184266
UGP2-K91,UGP2,-0.1983,0.265903399,0.575276112,-0.575276112,0.672461822,0.035,0.827044438,0.082471155,0.082471155,0.904184266
UHRF2-K12,UHRF2,0.2841,0.368808994,0.433198497,0.433198497,0.758372759,-0.27,0.043687467,1.359643134,-1.359643134,0.140943487
UMPS-K162,UMPS,0.129,0.944519931,0.024788873,0.024788873,0.993214675,0.83,7.13E-07,6.146696848,6.146696848,2.98E-04
UNC119B-K24,UNC119B,-0.0756,0.266268006,0.574681013,-0.574681013,0.672461822,-0.01,0.910786847,0.04058325,-0.04058325,0.953081902
UNC45A-K70,UNC45A,-0.2497,0.845107383,0.073088104,-0.073088104,0.980563103,0.135,0.745208853,0.127721995,0.127721995,0.857650947
UPF1-K604,UPF1,0.0015,0.981794771,0.007979285,0.007979285,0.999575323,0.275,0.057539736,1.240032132,1.240032132,0.170808219
UQCRC2-K359,UQCRC2,-0.31155,0.449405816,0.347361311,-0.347361311,0.810363825,0.085,0.968712703,0.013805005,0.013805005,0.984293076
